Date,Product,Region,Unit_Price,Discount_Percent,Marketing_Spend,Units_Sold,Revenue
2022-09-01,Camera,Central,1234.0,0,15616.08,469,578744.21
2022-01-01,Camera,West,1368.51,0,27699.21,1326,1814646.64
2022-05-01,Tablet,South,1578.47,40,19201.95,1079,1703174.18
2025-07-01,Camera,South,191.83,15,10996.26,1696,325349.61
2023-03-01,Smartwatch,Central,511.41,5,13462.34,1329,679663.77
2023-03-01,Mobile,Central,249.37,5,23843.77,1447,360838.96
2023-08-01,Tablet,Central,1340.19,15,4236.6,403,540096.4
2022-03-01,Tablet,East,216.23,30,18094.85,965,208660.28
2023-08-01,Mobile,West,285.46,20,12012.67,295,84209.52
2022-11-01,Tablet,East,195.78,0,45265.22,625,122359.89
2023-03-01,Smartwatch,South,1298.6,5,5489.5,486,631119.38
2022-03-01,Headphones,Central,1242.97,0,33744.68,1004,1247944.63
2023-12-01,Tablet,Central,1296.25,20,5660.23,667,864598.78
2021-03-01,Headphones,West,1032.16,0,26661.84,1498,1546175.64
2022-06-01,Laptop,North,808.82,0,10570.09,950,768374.32
2021-09-01,Laptop,West,1347.11,15,23754.28,708,953754.79
2021-12-01,Tablet,West,1148.24,10,13785.72,738,847402.43
2023-07-01,Headphones,Central,1330.94,15,17145.04,775,1031476.45
2023-09-01,Tablet,East,218.72,5,21732.72,366,80052.49
2021-08-01,Mobile,East,184.53,0,13336.4,472,87096.91
2024-02-01,Smartwatch,South,1481.69,5,5608.78,217,321526.5
2022-09-01,Speaker,Central,153.19,0,24527.3,1108,169732.57
2022-04-01,Speaker,East,1354.67,10,14980.33,1321,1789519.58
2023-05-01,Tablet,West,1029.22,15,13966.74,1847,1900969.81
2023-04-01,Tablet,East,204.82,30,23296.32,1338,274047.76
2023-03-01,Headphones,North,1072.8,40,16477.87,2536,2720619.03
2023-09-01,Headphones,West,1132.04,25,33329.02,1052,1190900.86
2021-07-01,Laptop,East,243.94,10,23634.34,495,120749.89
2021-01-01,Tablet,Central,1186.93,0,2865.32,227,269433.96
2024-10-01,Headphones,Central,1337.57,25,60827.63,893,1194448.57
2024-03-01,Laptop,West,1126.43,15,25750.45,1585,1785390.02
2022-04-01,Headphones,East,538.07,30,14921.52,1196,643534.01
2021-06-01,Tablet,South,1441.98,0,12791.06,488,703687.95
2024-07-01,Laptop,West,1170.75,15,15359.36,750,878060.87
2021-01-01,Laptop,South,1256.84,20,22331.17,1852,2327672.91
2023-03-01,Camera,Central,1094.73,20,31076.72,1950,2134724.23
2024-09-01,Laptop,East,265.86,20,16575.77,236,62743.93
2025-06-01,Mobile,West,257.8,0,7381.81,276,71153.2
2024-12-01,Headphones,North,1034.4,5,34324.24,1555,1608495.6
2024-04-01,Laptop,South,1363.53,15,11825.51,1483,2022113.93
2021-07-01,Tablet,Central,1186.87,20,2733.23,313,371489.75
2024-11-01,Speaker,South,313.99,10,9558.95,479,150401.62
2022-05-01,Laptop,North,787.28,10,7540.68,764,601485.17
2024-03-01,Headphones,Central,1281.35,0,20706.13,723,926419.18
2025-06-01,Laptop,North,856.12,5,16053.64,1182,1011938.06
2022-01-01,Tablet,South,1450.49,5,11396.33,417,604853.35
2024-04-01,Laptop,West,1247.11,0,15270.51,763,951544.17
2022-01-01,Speaker,South,346.04,5,7688.19,578,200011.78
2023-07-01,Camera,Central,1184.1,0,24533.54,810,959121.18
2021-05-01,Tablet,South,1585.41,0,13374.09,479,759410.01
2021-02-01,Speaker,North,1256.41,15,29053.68,2174,2731441.06
2021-11-01,Speaker,Central,148.09,30,33757.2,1452,215022.27
2024-10-01,Smartwatch,West,756.18,5,12986.25,176,133088.02
2021-11-01,Speaker,West,479.2,10,33575.44,404,193595.14
2023-12-01,Camera,West,1573.05,30,28418.06,1320,2076422.5
2022-07-01,Headphones,South,410.13,10,17593.13,1254,514302.94
2024-09-01,Camera,East,216.05,0,26416.56,957,206760.12
2024-02-01,Smartwatch,North,1237.39,5,8867.97,785,971350.9
2023-05-01,Mobile,South,1194.74,20,14942.67,1811,2163677.54
2022-01-01,Camera,East,213.46,15,20053.47,1531,326809.5
2024-12-01,Camera,South,191.34,5,22249.37,1794,343255.21
2024-07-01,Headphones,North,995.05,20,20559.66,1857,1847804.14
2024-01-01,Mobile,West,312.6,15,12997.21,267,83465.07
2021-02-01,Camera,East,204.19,25,25427.16,2425,495169.6
2022-08-01,Tablet,North,388.37,10,5675.02,117,45438.75
2023-03-01,Camera,East,186.62,25,17740.5,2546,475124.73
2023-01-01,Speaker,South,348.56,0,4670.36,506,176369.45
2024-11-01,Laptop,North,859.93,15,24335.12,923,793716.42
2023-10-01,Tablet,South,1519.26,0,31791.78,325,493760.19
2023-01-01,Mobile,East,205.9,25,7316.7,572,117772.6
2022-02-01,Laptop,South,1394.15,15,11501.19,1064,1483378.22
2021-09-01,Laptop,North,808.49,10,15629.53,610,493178.71
2025-06-01,Camera,South,203.33,0,18295.79,1800,365991.38
2024-02-01,Camera,South,192.19,0,21758.26,1765,339218.56
2024-12-01,Laptop,West,1319.36,0,20146.99,677,893208.08
2023-10-01,Headphones,North,1036.0,0,57680.94,1030,1067084.96
2023-02-01,Smartwatch,Central,512.75,30,6725.95,1047,536849.07
2023-11-01,Laptop,West,1331.73,30,39596.7,939,1250494.0
2022-01-01,Tablet,North,340.1,20,6206.06,167,56796.96
2025-04-01,Camera,South,191.8,5,22499.83,2484,476429.92
2022-09-01,Speaker,North,1374.84,40,35172.57,1728,2375718.56
2023-05-01,Laptop,South,1181.57,20,10941.34,1557,1839699.96
2021-02-01,Headphones,East,589.8,10,25623.89,880,519026.24
2023-11-01,Headphones,West,1094.19,0,39233.38,987,1079965.09
2025-03-01,Tablet,South,1428.31,15,11009.38,707,1009818.04
2022-08-01,Headphones,East,533.27,0,29603.68,585,311964.22
2023-12-01,Smartwatch,North,1151.66,15,13537.03,860,990428.89
2021-05-01,Laptop,North,754.65,5,9229.13,1035,781064.87
2021-10-01,Tablet,Central,1115.55,10,3899.96,0,0.0
2025-08-01,Headphones,North,1081.1,0,34486.57,1477,1596786.42
2022-11-01,Smartwatch,East,358.96,5,16951.68,609,218608.99
2022-06-01,Mobile,West,270.36,15,10601.45,350,94625.2
2021-07-01,Speaker,South,350.83,20,7626.49,792,277856.18
2024-09-01,Tablet,South,1465.02,15,17702.28,435,637284.79
2022-12-01,Headphones,West,961.35,15,29017.52,1158,1113246.01
2023-05-01,Laptop,Central,1305.91,0,21752.45,1601,2090758.69
2023-12-01,Smartwatch,South,1335.77,5,12138.84,464,619797.87
2021-01-01,Speaker,West,462.55,25,13728.94,432,199819.8
2023-01-01,Camera,West,1574.2,10,18114.35,1108,1744216.46
2022-05-01,Smartwatch,Central,497.01,20,8269.83,1225,608837.84
2024-02-01,Smartwatch,East,345.09,5,8909.55,606,209126.85
2022-02-01,Speaker,East,1410.93,15,7167.74,737,1039853.93
2024-07-01,Camera,Central,1113.3,25,26500.07,1225,1363794.11
2024-12-01,Smartwatch,North,1272.79,20,13190.35,906,1153151.23
2022-09-01,Laptop,Central,1265.79,20,22428.28,1153,1459459.95
2022-03-01,Camera,North,1064.98,20,16824.99,1751,1864787.67
2023-09-01,Smartwatch,Central,447.17,0,14069.37,845,377861.07
2021-08-01,Tablet,East,224.34,10,17521.69,482,108132.89
2021-10-01,Laptop,North,894.24,0,17265.93,567,507033.64
2023-07-01,Speaker,Central,156.38,15,11407.26,1011,158102.03
2023-10-01,Speaker,Central,148.64,20,26993.55,1471,218653.14
2021-12-01,Camera,North,990.08,25,28178.19,1725,1707882.48
2021-01-01,Headphones,South,437.01,0,22404.5,1258,549760.92
2024-04-01,Mobile,East,198.8,10,8843.72,938,186472.07
2021-01-01,Headphones,North,1142.6,0,18114.42,1021,1166596.89
2021-02-01,Laptop,North,763.04,10,15701.64,1298,990429.6
2023-11-01,Tablet,West,1117.78,10,23396.42,925,1033947.67
2025-07-01,Speaker,North,1310.83,0,18087.1,1153,1511391.15
2022-07-01,Speaker,West,461.85,0,11781.77,434,200440.86
2023-09-01,Tablet,South,1330.67,15,14087.67,444,590818.61
2021-07-01,Mobile,South,1217.33,0,15436.9,994,1210027.9
2022-03-01,Laptop,East,232.4,20,16237.09,583,135490.49
2024-08-01,Mobile,Central,268.33,20,15283.93,761,204197.57
2025-05-01,Smartwatch,West,694.81,0,9783.72,414,287652.47
2025-04-01,Tablet,East,217.79,10,24244.04,970,211253.52
2025-02-01,Smartwatch,Central,524.15,40,14181.01,1528,800905.21
2023-05-01,Headphones,West,1167.65,10,21397.26,1369,1598512.65
2022-06-01,Tablet,West,1073.23,10,11656.68,1549,1662430.0
2021-03-01,Headphones,Central,1234.41,10,17044.89,853,1052953.27
2021-10-01,Speaker,East,1289.95,30,26865.26,1306,1684673.62
2024-11-01,Headphones,South,388.53,0,37535.09,1344,522180.72
2023-12-01,Laptop,East,260.9,10,19530.49,291,75922.8
2025-08-01,Speaker,Central,140.5,20,20223.4,1175,165082.14
2021-04-01,Speaker,West,494.15,25,14583.85,726,358750.53
2023-12-01,Smartwatch,Central,476.69,15,18273.21,1146,546284.1
2022-07-01,Camera,East,197.75,20,33179.59,2713,536500.44
2021-09-01,Mobile,South,1154.19,10,12398.97,477,550547.21
2025-04-01,Camera,East,205.2,20,26879.72,2862,587295.7
2023-02-01,Smartwatch,North,1134.85,25,6456.52,806,914691.27
2025-08-01,Laptop,South,1278.13,0,18660.64,1156,1477521.97
2025-06-01,Speaker,West,491.75,20,15240.46,558,274397.58
2025-03-01,Headphones,East,576.2,5,22209.97,967,557183.51
2022-09-01,Camera,South,196.17,10,21728.5,1111,217940.63
2023-01-01,Speaker,Central,161.82,20,17259.04,1444,233668.79
2023-05-01,Tablet,South,1400.29,40,18371.63,1237,1732154.26
2021-12-01,Camera,West,1494.99,15,53353.25,1654,2472717.62
2025-08-01,Tablet,North,353.75,0,4964.39,197,69689.71
2023-08-01,Smartwatch,East,368.62,25,10059.12,560,206427.36
2021-07-01,Speaker,Central,166.84,0,13832.1,848,141479.62
2023-07-01,Smartwatch,North,1377.77,10,8000.69,508,699909.54
2021-11-01,Smartwatch,East,317.99,15,21462.54,723,229907.66
2022-11-01,Smartwatch,West,760.89,20,14375.4,309,235116.43
2023-02-01,Camera,East,204.62,10,31725.45,2232,456712.0
2024-04-01,Tablet,North,377.96,30,2855.32,169,63875.39
2021-08-01,Mobile,North,1304.74,5,13537.07,278,362717.01
2023-05-01,Headphones,South,424.12,5,28031.77,2032,861812.77
2022-11-01,Mobile,North,1247.81,10,24491.5,451,562762.11
2025-05-01,Tablet,Central,1119.03,0,3306.44,738,825844.91
2023-06-01,Smartwatch,North,1145.81,15,9207.85,1104,1264973.98
2024-10-01,Tablet,West,1115.51,30,17262.69,1063,1185786.19
2025-09-01,Laptop,North,810.89,30,10029.98,573,464642.21
2021-03-01,Speaker,East,1222.57,25,12327.8,1537,1879095.02
2024-06-01,Camera,East,221.7,0,17506.06,1462,324121.92
2024-05-01,Laptop,West,1315.57,0,26042.61,1041,1369512.87
2023-10-01,Mobile,South,1204.05,15,14375.68,812,977686.99
2023-12-01,Mobile,Central,285.24,0,33895.73,807,230190.22
2022-03-01,Smartwatch,East,375.54,30,8723.3,1123,421733.97
2025-07-01,Mobile,North,1246.05,0,13870.2,343,427394.12
2022-08-01,Camera,Central,1153.89,10,17712.6,574,662333.85
2022-12-01,Mobile,East,213.62,10,15232.14,435,92925.59
2023-02-01,Tablet,East,213.41,0,20040.9,602,128470.7
2024-03-01,Tablet,South,1491.35,20,14894.51,805,1200533.88
2022-07-01,Laptop,North,830.69,25,13341.24,985,818226.66
2021-03-01,Speaker,South,351.97,10,3684.76,480,168944.53
2021-11-01,Laptop,Central,1415.8,5,26729.63,906,1282710.76
2024-06-01,Smartwatch,South,1450.46,40,5138.78,462,670110.94
2023-11-01,Mobile,South,1112.74,5,13284.51,777,864600.71
2021-04-01,Tablet,West,1147.72,20,7349.56,1240,1423178.28
2024-06-01,Smartwatch,North,1378.52,20,9405.52,794,1094547.64
2022-04-01,Speaker,North,1413.14,10,28647.7,1945,2748551.19
2022-08-01,Tablet,South,1530.73,10,14068.74,448,685767.23
2022-04-01,Headphones,North,967.42,20,37386.9,3636,3517531.91
2023-08-01,Camera,West,1383.13,5,17758.41,1056,1460585.31
2022-06-01,Smartwatch,West,695.55,5,8522.98,368,255962.14
2024-03-01,Tablet,North,351.34,15,4749.84,232,81510.72
2023-09-01,Smartwatch,South,1527.74,10,7091.95,61,93192.17
2021-06-01,Smartwatch,North,1319.93,40,7422.84,917,1210372.37
2023-11-01,Laptop,Central,1292.06,0,27516.1,1004,1297231.52
2023-11-01,Speaker,Central,149.43,15,24438.17,1030,153909.86
2023-04-01,Smartwatch,South,1449.33,0,8771.66,433,627561.93
2022-11-01,Headphones,South,394.18,20,40018.05,1713,675238.87
2021-04-01,Mobile,North,1317.01,0,11179.63,399,525487.11
2025-06-01,Tablet,South,1560.11,10,18032.32,701,1093639.2
2025-08-01,Smartwatch,South,1354.61,20,7783.27,314,425347.43
2023-11-01,Mobile,East,208.51,5,22426.69,733,152840.47
2022-07-01,Laptop,South,1251.82,25,10496.99,1370,1714996.46
2025-09-01,Mobile,North,1309.77,10,13077.89,339,444012.0
2021-05-01,Camera,West,1503.78,25,22369.72,2326,3497795.47
2022-02-01,Laptop,North,773.56,5,10709.58,777,601056.53
2023-07-01,Headphones,South,406.87,0,23705.09,1345,547244.71
2024-04-01,Smartwatch,Central,516.93,15,6539.53,870,449732.49
2022-05-01,Laptop,South,1415.75,15,14515.01,1773,2510122.43
2023-09-01,Headphones,South,412.55,15,29182.91,1399,577150.59
2024-03-01,Smartwatch,West,708.01,20,5122.84,309,218774.8
2025-06-01,Smartwatch,South,1473.28,20,4937.19,311,458191.03
2022-08-01,Smartwatch,West,682.97,0,8912.68,150,102446.02
2023-08-01,Mobile,South,1188.21,40,11948.84,935,1110977.92
2023-12-01,Headphones,North,980.71,15,59260.48,2570,2520428.01
2021-08-01,Speaker,South,332.45,15,7376.94,609,202460.18
2022-04-01,Smartwatch,Central,503.56,0,8145.63,912,459244.91
2023-06-01,Smartwatch,South,1484.08,10,6556.33,339,503102.58
2024-09-01,Smartwatch,Central,508.16,0,10501.94,934,474618.34
2022-08-01,Headphones,Central,1221.46,20,31484.13,785,958847.07
2021-02-01,Mobile,West,260.44,15,8157.25,378,98445.34
2021-05-01,Speaker,Central,139.75,40,16381.83,2284,319187.01
2025-05-01,Speaker,North,1265.7,25,30485.87,2733,3459150.57
2021-10-01,Laptop,West,1320.1,20,26870.92,675,891070.34
2022-12-01,Speaker,North,1305.19,30,41428.94,1750,2284091.04
2022-12-01,Smartwatch,North,1192.72,15,14475.01,942,1123539.73
2023-05-01,Tablet,East,199.54,40,23763.96,1521,303503.95
2022-08-01,Speaker,Central,137.55,25,17364.14,1238,170292.6
2023-08-01,Smartwatch,Central,481.8,30,12047.38,1127,542985.27
2024-10-01,Headphones,North,976.71,5,43638.63,1546,1509990.91
2022-03-01,Speaker,East,1286.71,20,13651.99,1565,2013697.32
2025-02-01,Laptop,Central,1241.5,15,19313.69,1587,1970252.57
2023-03-01,Tablet,Central,1318.04,20,5195.49,711,937124.04
2021-04-01,Camera,North,938.5,15,22267.19,2478,2325603.44
2024-07-01,Speaker,East,1247.12,20,10137.13,1131,1410490.76
2024-10-01,Laptop,East,251.2,0,28204.89,249,62549.8
2025-02-01,Speaker,West,475.66,25,19025.89,696,331056.64
2021-10-01,Mobile,West,273.86,20,10735.31,241,65999.71
2021-03-01,Headphones,North,995.6,15,21086.47,2187,2177372.0
2023-01-01,Speaker,West,495.57,15,22606.55,512,253732.13
2025-02-01,Laptop,East,260.68,10,25487.83,484,126166.9
2021-04-01,Laptop,East,250.81,30,16753.36,637,159768.58
2025-02-01,Mobile,East,202.89,15,6190.49,640,129849.99
2023-04-01,Tablet,North,373.95,0,3738.55,203,75911.53
2024-07-01,Smartwatch,East,313.47,0,15330.4,808,253280.32
2021-09-01,Smartwatch,Central,492.0,10,9946.28,471,231733.38
2023-11-01,Headphones,Central,1117.61,15,54935.65,969,1082968.73
2025-09-01,Camera,West,1601.96,20,17246.81,710,1137390.88
2023-09-01,Laptop,South,1263.61,30,13833.59,725,916116.07
2025-02-01,Laptop,West,1352.4,25,17599.23,1012,1368623.95
2023-02-01,Speaker,West,450.64,25,13509.95,545,245598.95
2023-04-01,Speaker,West,485.33,20,22661.97,835,405252.34
2023-01-01,Mobile,North,1241.45,0,13182.18,501,621966.85
2024-10-01,Smartwatch,South,1530.79,0,16951.26,283,433214.06
2023-08-01,Smartwatch,South,1468.44,40,6230.99,429,629961.5
2021-12-01,Headphones,East,538.91,10,44216.63,932,502260.5
2022-05-01,Speaker,West,431.09,0,19153.53,620,267274.51
2024-03-01,Laptop,North,836.99,15,12028.5,1125,941609.95
2025-08-01,Camera,West,1357.39,10,22037.72,1282,1740176.49
2021-09-01,Mobile,North,1275.93,25,12526.01,267,340672.42
2023-06-01,Headphones,Central,1172.86,30,28923.15,1525,1788607.48
2022-10-01,Tablet,West,1181.51,0,12936.44,190,224486.98
2022-01-01,Camera,South,223.11,0,14940.0,1171,261257.51
2022-07-01,Tablet,East,213.84,20,14363.99,482,103068.79
2023-08-01,Tablet,West,1016.0,30,9562.39,1180,1198882.14
2023-12-01,Smartwatch,East,316.65,0,25703.02,885,280231.13
2022-02-01,Camera,North,1075.42,0,20410.97,1152,1238887.04
2024-02-01,Headphones,Central,1215.25,20,18564.71,1035,1257779.96
2023-12-01,Speaker,Central,161.73,20,36704.49,1583,256026.32
2023-02-01,Speaker,East,1314.15,40,9664.39,1537,2019844.0
2022-06-01,Smartwatch,East,316.31,0,7412.43,567,179348.89
2021-06-01,Smartwatch,Central,454.23,15,11496.87,1234,560514.7
2021-06-01,Mobile,South,1122.83,20,14041.76,1669,1873999.01
2025-05-01,Tablet,West,982.89,0,6588.27,1019,1001563.65
2024-12-01,Headphones,Central,1205.59,10,61252.91,980,1181480.31
2024-05-01,Tablet,South,1382.15,0,18045.84,691,955062.92
2021-08-01,Headphones,Central,1202.87,5,25573.78,509,612263.31
2021-10-01,Smartwatch,East,365.25,20,23689.89,789,288182.92
2021-04-01,Smartwatch,North,1258.69,20,7007.09,839,1056044.4
2024-04-01,Headphones,East,526.45,10,25119.43,1355,713343.16
2022-09-01,Headphones,North,970.42,30,32183.64,2128,2065048.12
2021-02-01,Mobile,East,182.28,0,12881.55,877,159863.4
2025-09-01,Headphones,Central,1176.83,5,35601.27,554,651964.25
2024-07-01,Camera,North,1004.49,15,14749.26,1512,1518784.25
2023-11-01,Camera,West,1366.88,0,31116.63,948,1295801.95
2025-05-01,Camera,North,950.06,10,25277.29,2264,2150937.32
2023-08-01,Laptop,East,258.69,10,16230.45,234,60534.48
2023-01-01,Headphones,West,1073.44,20,22708.49,1320,1416946.29
2025-05-01,Camera,West,1570.47,15,24580.62,1897,2979188.06
2022-08-01,Headphones,North,1115.11,20,26124.52,1583,1765220.45
2021-08-01,Laptop,East,264.1,30,23639.65,509,134429.33
2024-05-01,Speaker,North,1292.8,10,31176.42,2238,2893280.88
2022-11-01,Laptop,North,816.71,10,18988.08,914,746475.91
2024-10-01,Laptop,South,1196.47,5,26319.87,983,1176130.6
2022-01-01,Speaker,East,1279.49,15,11490.86,1043,1334505.57
2022-01-01,Speaker,Central,158.26,20,24510.3,1450,229477.82
2022-07-01,Speaker,Central,141.88,10,16991.13,1439,204161.71
2024-01-01,Smartwatch,West,762.0,15,8399.92,378,288036.29
2022-01-01,Headphones,East,577.81,15,26811.69,921,532163.29
2022-01-01,Mobile,South,1106.12,0,15840.1,1005,1111655.46
2022-06-01,Camera,South,210.41,0,22160.9,1784,375378.1
2024-03-01,Smartwatch,North,1200.16,25,9456.9,1215,1458200.25
2023-08-01,Headphones,South,427.22,0,22224.49,1009,431064.83
2024-02-01,Camera,West,1563.2,20,29500.89,2012,3145164.96
2022-01-01,Headphones,North,1056.19,15,32449.53,2381,2514788.6
2021-12-01,Mobile,South,1164.06,20,16255.49,1046,1217602.72
2025-07-01,Speaker,East,1244.08,20,13422.84,1295,1611087.65
2021-12-01,Speaker,South,318.15,5,8306.62,545,173389.56
2023-04-01,Speaker,North,1318.97,40,28336.77,2799,3691788.67
2022-04-01,Speaker,South,296.35,40,4926.63,1223,362440.33
2023-03-01,Smartwatch,East,354.78,15,15883.4,1138,403738.01
2021-11-01,Mobile,Central,241.48,15,39640.34,1134,273834.62
2021-04-01,Laptop,South,1364.02,5,19430.87,1710,2332473.56
2021-03-01,Tablet,South,1357.4,20,13476.0,866,1175509.73
2024-09-01,Headphones,North,1079.62,10,19822.78,856,924150.9
2024-08-01,Tablet,South,1395.53,25,18848.04,676,943379.61
2022-12-01,Headphones,North,997.72,20,56224.62,2518,2512250.12
2021-05-01,Speaker,North,1338.78,0,35581.5,1884,2522258.82
2021-12-01,Laptop,North,880.89,0,21473.3,707,622788.57
2021-04-01,Laptop,North,797.93,0,14293.36,1205,961507.43
2022-03-01,Tablet,South,1388.4,20,14628.65,847,1175974.12
2022-09-01,Tablet,South,1345.23,30,11621.12,359,482937.19
2025-01-01,Tablet,West,1179.93,0,14582.36,841,992325.29
2023-02-01,Smartwatch,South,1538.51,0,5153.05,181,278469.85
2025-08-01,Laptop,Central,1354.39,0,21672.48,982,1330009.0
2022-02-01,Laptop,West,1314.04,40,24719.17,1643,2158964.85
2022-05-01,Camera,East,196.87,20,29325.51,2973,585298.9
2022-01-01,Mobile,West,312.39,0,7389.64,185,57791.78
2021-06-01,Laptop,Central,1375.68,20,14327.93,1368,1881927.43
2023-08-01,Headphones,East,568.99,25,28150.52,836,475678.17
2022-09-01,Smartwatch,Central,472.72,15,7859.58,522,246759.09
2023-09-01,Camera,East,196.24,25,23848.51,1314,257855.97
2024-11-01,Smartwatch,South,1313.73,25,7518.03,340,446667.14
2022-08-01,Mobile,East,218.07,20,13057.11,547,119283.12
2025-08-01,Mobile,North,1190.43,0,8710.36,221,263084.78
2023-04-01,Smartwatch,North,1235.19,5,7666.0,864,1067205.32
2022-08-01,Mobile,North,1164.57,20,15357.4,462,538029.23
2023-11-01,Headphones,East,535.14,10,27939.44,668,357475.14
2025-08-01,Camera,East,195.48,20,26572.52,1532,299478.58
2021-04-01,Camera,West,1501.45,15,23228.15,2087,3133528.87
2023-09-01,Speaker,South,294.36,25,5641.06,405,119215.65
2022-02-01,Smartwatch,East,377.3,25,9990.51,832,313909.81
2024-06-01,Headphones,North,1004.06,5,36013.76,2620,2630643.0
2022-03-01,Laptop,Central,1305.51,10,17312.69,1701,2220668.85
2025-04-01,Mobile,West,277.36,5,12137.57,457,126755.66
2024-10-01,Camera,West,1487.39,20,40813.66,1312,1951453.08
2024-12-01,Laptop,South,1215.99,10,18752.83,1181,1436087.7
2021-05-01,Headphones,Central,1334.35,0,21449.67,829,1106172.18
2024-01-01,Laptop,East,242.08,30,18750.43,501,121283.85
2024-09-01,Camera,Central,1218.23,5,25826.82,449,546983.88
2022-01-01,Tablet,West,1155.55,0,9305.87,699,807730.93
2024-10-01,Speaker,West,451.22,30,45193.89,582,262612.79
2021-06-01,Camera,West,1471.39,20,21460.8,1889,2779461.8
2022-10-01,Headphones,North,1085.08,30,60228.81,1939,2103968.59
2024-10-01,Speaker,South,329.56,25,9857.21,694,228715.37
2021-06-01,Smartwatch,West,660.09,15,9123.53,505,333347.03
2025-01-01,Smartwatch,West,708.81,0,7530.08,305,216187.08
2025-09-01,Camera,East,184.45,15,35835.96,1723,317814.96
2021-11-01,Speaker,South,302.72,25,11921.49,705,213415.7
2025-04-01,Speaker,Central,143.23,10,19217.68,1749,250506.52
2021-02-01,Tablet,West,1027.86,10,14420.58,1408,1447221.58
2023-12-01,Headphones,East,600.28,25,30077.54,900,540253.9
2024-09-01,Smartwatch,North,1163.1,10,6975.74,267,310547.4
2024-10-01,Camera,South,214.42,0,27097.95,1342,287750.84
2023-12-01,Camera,East,188.02,5,41667.46,1826,343321.99
2022-08-01,Speaker,South,297.6,0,4963.41,264,78567.52
2022-07-01,Mobile,Central,284.16,20,14933.26,674,191525.28
2025-03-01,Mobile,West,270.16,0,8384.37,259,69970.4
2021-05-01,Mobile,South,1179.14,0,15242.46,1303,1536416.17
2024-12-01,Tablet,South,1594.71,0,28031.81,390,621938.53
2023-05-01,Mobile,West,313.11,25,7266.42,401,125555.19
2021-02-01,Laptop,Central,1252.89,0,13983.78,1302,1631257.37
2025-04-01,Camera,North,1056.93,20,27681.04,2785,2943536.17
2021-02-01,Tablet,Central,1179.38,0,4390.93,417,491800.91
2023-05-01,Headphones,North,983.36,0,36887.55,2660,2615727.87
2021-03-01,Headphones,East,531.04,15,21461.96,1170,621321.96
2022-04-01,Laptop,East,248.6,15,20905.86,658,163575.83
2024-02-01,Tablet,South,1457.91,0,22240.53,647,943269.16
2024-06-01,Camera,North,1095.88,20,27034.04,2141,2346287.35
2021-12-01,Laptop,South,1342.1,40,24405.1,1880,2523139.66
2023-06-01,Headphones,West,1073.08,25,17165.89,1464,1570984.19
2021-08-01,Smartwatch,North,1300.64,40,5842.79,503,654223.7
2024-06-01,Laptop,East,233.57,15,17178.51,498,116319.27
2025-09-01,Tablet,North,369.37,0,5780.59,34,12558.42
2024-01-01,Laptop,West,1223.52,15,22405.48,1019,1246769.39
2025-06-01,Smartwatch,West,656.72,20,7587.0,553,363166.96
2021-03-01,Mobile,West,284.63,20,8319.15,316,89943.18
2024-09-01,Tablet,North,371.64,30,5273.78,69,25643.1
2025-08-01,Tablet,West,1159.0,10,10027.21,555,643247.2
2024-08-01,Speaker,Central,152.29,25,20312.1,1106,168432.23
2023-05-01,Smartwatch,East,372.58,0,14636.58,853,317807.0
2024-09-01,Mobile,West,292.83,10,8722.92,167,48902.31
2025-03-01,Smartwatch,North,1270.79,15,7451.12,809,1028071.63
2024-05-01,Camera,East,211.17,5,21328.75,1712,361524.6
2023-01-01,Speaker,North,1262.86,25,28157.15,1772,2237792.6
2022-07-01,Headphones,West,1136.73,10,23638.58,914,1038967.76
2023-07-01,Camera,West,1394.48,20,24249.09,1582,2206062.04
2022-08-01,Laptop,East,256.48,15,23490.38,407,104388.6
2022-08-01,Mobile,South,1179.04,15,13470.2,933,1100044.72
2024-05-01,Laptop,Central,1249.59,15,18503.21,1962,2451702.74
2022-04-01,Tablet,South,1449.46,20,13810.78,775,1123329.37
2024-10-01,Laptop,West,1153.29,30,43345.83,954,1100242.07
2022-08-01,Laptop,Central,1340.92,0,14955.26,721,966804.09
2024-03-01,Speaker,South,328.31,5,7065.15,838,275126.01
2025-09-01,Camera,South,229.01,30,13858.43,1045,239314.59
2023-06-01,Headphones,North,1058.28,5,33215.94,2196,2323979.96
2025-08-01,Headphones,East,565.29,10,20224.38,469,265120.29
2022-07-01,Smartwatch,Central,445.15,10,14002.68,1104,491445.8
2021-04-01,Headphones,South,384.47,0,18056.97,1768,679744.75
2024-06-01,Speaker,West,445.74,20,21593.12,786,350350.49
2021-08-01,Mobile,South,1198.88,20,9963.79,645,773278.91
2022-11-01,Headphones,Central,1242.74,20,34689.09,724,899742.84
2022-02-01,Speaker,West,450.81,15,19224.04,706,318269.49
2022-12-01,Headphones,East,618.2,25,30245.46,740,457469.4
2021-07-01,Camera,Central,1138.35,15,21574.53,832,947109.94
2023-04-01,Laptop,South,1249.89,40,12654.93,2069,2586023.32
2025-02-01,Smartwatch,West,748.71,15,7446.41,420,314457.74
2025-07-01,Tablet,East,196.59,15,14461.08,604,118739.81
2024-08-01,Tablet,Central,1236.64,25,2927.17,543,671497.4
2023-04-01,Headphones,North,1142.78,0,27121.13,2124,2427256.61
2024-02-01,Smartwatch,Central,511.96,20,9405.56,1186,607189.72
